Datetime,Open,High,Low,Close,Volume
2025-09-30 09:32:00,98.5821,98.7419,98.4223,98.5522,2417
2025-09-30 09:33:00,98.5522,98.741,98.3635,98.5966,1593
2025-09-30 09:34:00,98.5966,98.7676,98.4256,98.5611,2466
2025-09-30 09:35:00,98.5611,98.6907,98.4315,98.5759,2019
2025-09-30 09:36:00,98.5759,98.701,98.4508,98.5885,2178
2025-09-30 09:37:00,98.5885,98.7241,98.4528,98.6063,2120
2025-09-30 09:38:00,98.6063,98.7665,98.4461,98.6364,2289
2025-09-30 09:39:00,98.6364,98.8001,98.4727,98.6045,1733
2025-09-30 09:40:00,98.6045,98.7729,98.4362,98.5704,1796
2025-09-30 09:41:00,98.5704,98.7637,98.3771,98.5237,1535
2025-09-30 09:42:00,98.5237,98.6657,98.3817,98.5027,1809
2025-09-30 09:43:00,98.5027,98.6376,98.3678,98.4853,1524
2025-09-30 09:44:00,98.4853,98.6398,98.3307,98.458,1795
2025-09-30 09:45:00,98.458,98.6052,98.3108,98.4344,2449
2025-09-30 09:46:00,98.4344,98.5622,98.3066,98.4205,2364
2025-09-30 09:47:00,98.4205,98.5724,98.2686,98.3945,1624
2025-09-30 09:48:00,98.3945,98.5858,98.2032,98.3489,1765
2025-09-30 09:49:00,98.3489,98.4763,98.2214,98.3626,1662
2025-09-30 09:50:00,98.3626,98.5602,98.165,98.4114,1567
2025-09-30 09:51:00,98.4114,98.5907,98.2321,98.451,1649
2025-09-30 09:52:00,98.451,98.6051,98.297,98.424,2469
2025-09-30 09:53:00,98.424,98.565,98.283,98.4035,2301
2025-09-30 09:54:00,98.4035,98.5542,98.2528,98.3781,2147
2025-09-30 09:55:00,98.3781,98.5755,98.1807,98.3294,2190
2025-09-30 09:56:00,98.3294,98.4534,98.2055,98.3174,2492
2025-09-30 09:57:00,98.3174,98.4781,98.1568,98.2871,1604
2025-09-30 09:58:00,98.2871,98.4368,98.1375,98.2623,1879
2025-09-30 09:59:00,98.2623,98.4196,98.105,98.2337,2004
2025-09-30 10:00:00,98.2337,98.4218,98.0455,98.2777,1668
2025-09-30 10:01:00,98.2777,98.4055,98.15,98.2639,2454
2025-09-30 10:02:00,98.2639,98.4558,98.0719,98.3098,1626
2025-09-30 10:03:00,98.3098,98.4732,98.1464,98.2781,1815
2025-09-30 10:04:00,98.2781,98.4546,98.1017,98.3164,1759
2025-09-30 10:05:00,98.3164,98.4701,98.1627,98.2895,2079
2025-09-30 10:06:00,98.2895,98.4442,98.1349,98.2622,1741
2025-09-30 10:07:00,98.2622,98.3862,98.1382,98.2502,1871
2025-09-30 10:08:00,98.2502,98.3802,98.1202,98.2352,2395
2025-09-30 10:09:00,98.2352,98.4168,98.0535,98.276,1501
2025-09-30 10:10:00,98.276,98.4002,98.1518,98.2639,1687
2025-09-30 10:11:00,98.2639,98.4057,98.122,98.243,2278
2025-09-30 10:12:00,98.243,98.3896,98.0963,98.2663,2238
2025-09-30 10:13:00,98.2663,98.4069,98.1257,98.2866,1946
2025-09-30 10:14:00,98.2866,98.4233,98.15,98.2683,2130
2025-09-30 10:15:00,98.2683,98.3896,98.1469,98.2576,1742
2025-09-30 10:16:00,98.2576,98.3978,98.1175,98.2375,2380
2025-09-30 10:17:00,98.2375,98.3832,98.0919,98.2147,1856
2025-09-30 10:18:00,98.2147,98.3562,98.0732,98.2355,2233
2025-09-30 10:19:00,98.2355,98.3636,98.1073,98.2214,1673
2025-09-30 10:20:00,98.2214,98.3854,98.0575,98.2534,1618
2025-09-30 10:21:00,98.2534,98.3766,98.1302,98.2418,2249
2025-09-30 10:22:00,98.2418,98.4372,98.0464,98.1941,2084
2025-09-30 10:23:00,98.1941,98.3458,98.0424,98.2199,2411
2025-09-30 10:24:00,98.2199,98.4145,98.0254,98.1727,1541
2025-09-30 10:25:00,98.1727,98.3538,97.9916,98.1321,2093
2025-09-30 10:26:00,98.1321,98.3144,97.9498,98.0909,1766
2025-09-30 10:27:00,98.0909,98.2673,97.9146,98.1291,2179
2025-09-30 10:28:00,98.1291,98.3231,97.9351,98.1761,2134
2025-09-30 10:29:00,98.1761,98.3513,98.0009,98.1385,1891
